trail_id,trail_name,national_park,state,popularity,length,elevation,difficulty,route_type,rating,num_reviews,trailhead_lat,trailhead_long
10020048,Harding Ice Field Trail,Kenai Fjords National Park,Alaska,24.9,9.7,1161.9,5,out and back,5.0,423,60.18852,-149.63156
10236086,Mount Healy Overlook Trail,Denali National Park,Alaska,18.0,4.3,507.8,3,out and back,4.5,260,63.73049,-148.91968
10267857,Exit Glacier Trail,Kenai Fjords National Park,Alaska,17.8,1.8,82.0,1,out and back,4.5,224,60.18879,-149.631
10236076,Horseshoe Lake Trail,Denali National Park,Alaska,16.3,2.1,119.8,1,loop,4.5,237,63.73661,-148.915
10236082,Triple Lakes Trail,Denali National Park,Alaska,12.6,18.5,1124.7,5,out and back,4.5,110,63.73319,-148.89682
10241620,Bison Gulch,Denali National Park,Alaska,8.8,7.0,1179.0,5,out and back,4.5,43,63.80507,-148.95336
10236080,Rock Creek Trail,Denali National Park,Alaska,7.7,4.4,287.7,3,out and back,4.0,39,63.73056,-148.91955
10236075,Taiga Trail,Denali National Park,Alaska,5.9,1.6,62.8,3,loop,4.0,27,63.73043,-148.91922
10236084,McKinley Station Trail,Denali National Park,Alaska,5.9,2.9,114.0,1,loop,4.5,21,63.73324,-148.89659
10327620,Mount Thorofare Ridge Loop,Denali National Park,Alaska,5.8,4.1,507.8,5,loop,4.5,5,63.43108,-150.31096
10265252,McKinley Bar Trail,Denali National Park,Alaska,5.7,4.6,296.0,1,out and back,4.0,17,63.45799,-150.85
10333556,Tiaga Loop and Horseshoe Lake Trail to Beaver Dam,Denali National Park,Alaska,4.6,3.0,158.8,3,loop,4.5,15,63.73128,-148.9171
10265251,Blueberry Hill Trail,Denali National Park,Alaska,4.2,0.9,46.9,3,out and back,4.5,6,63.49541,-150.88137
10393562,Stampede Trail to Sushana River,Denali National Park,Alaska,4.0,38.2,1293.0,5,out and back,4.5,3,63.88374,-149.26764
10262541,Bartlett Cove Forest Loop Trail,Glacier Bay National Park,Alaska,3.9,1.1,33.8,1,loop,4.5,14,58.45462,-135.88312
10358126,Camp Ridge Trail,Denali National Park,Alaska,3.7,4.2,538.9,5,out and back,5.0,8,63.52451,-150.96072
10236078,Jonesville Trail,Denali National Park,Alaska,3.5,0.9,52.7,1,out and back,4.0,11,63.73334,-148.89618
10343441,Roadside Trail,Denali National Park,Alaska,3.4,3.4,214.9,1,out and back,4.0,13,63.73034,-148.91945
10023165,Quigley Ridge Trail,Denali National Park,Alaska,3.3,9.1,730.9,3,out and back,4.5,5,63.52444,-150.96015
10333569,Bison Gulch to Denali Visitors Center,Denali National Park,Alaska,2.8,9.8,1385.9,5,point to point,5.0,5,63.80495,-148.95416
10347459,Brooks Falls,Katmai National Park,Alaska,2.5,2.9,63.7,1,out and back,4.5,4,58.55986,-155.77752
10302108,Bartlett River Trail,Glacier Bay National Park,Alaska,2.3,6.9,266.7,1,out and back,3.0,7,58.4543,-135.86902
10333558,McKinley Station and Morino Loop Trail,Denali National Park,Alaska,2.1,0.9,33.8,3,loop,3.0,4,63.7315,-148.91785
10513937,Dumpling Mountain,Katmai National Park,Alaska,2.0,3.0,225.9,3,out and back,4.0,5,58.55626,-155.77832
10333557,Spruce Tree Trail,Denali National Park,Alaska,1.9,0.4,23.8,1,loop,3.0,6,63.73136,-148.91762
10302122,Bartlet Lake Trail,Glacier Bay National Park,Alaska,1.9,5.9,141.7,1,out and back,3.5,4,58.46205,-135.77323
10265266,Eldorado Creek Trail,Denali National Park,Alaska,1.8,8.5,397.8,3,out and back,0.0,0,63.52668,-150.96891
10302112,Tlingit Trail,Glacier Bay National Park,Alaska,1.4,1.1,19.8,1,out and back,3.5,4,58.45442,-135.88565
10302114,Point Gustavus,Glacier Bay National Park,Alaska,1.3,12.5,118.0,3,out and back,4.0,2,58.45379,-135.88686
10187810,Bright Angel Trail to Bright Angel Campground and River Trail,Grand Canyon National Park,Arizona,37.5,17.7,1525.8,5,out and back,5.0,670,36.05735,-112.14381
10016964,South Kaibab Trail to Cedar Ridge,Grand Canyon National Park,Arizona,36.3,3.1,358.7,3,out and back,5.0,489,36.05346,-112.08361
10237812,Three-Mile Resthouse via Bright Angel Trail,Grand Canyon National Park,Arizona,33.3,5.4,635.8,5,out and back,4.5,454,36.05701,-112.14414
10245012,"South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ",Grand Canyon National Park,Arizona,31.6,16.7,1400.9,5,point to point,5.0,519,36.05344,-112.08364
10265905,South Kaibab Trail to Ooh Aah Point,Grand Canyon National Park,Arizona,28.9,1.8,210.9,3,out and back,5.0,455,36.05309,-112.08387
10266148,Grand Canyon Rim Trail,Grand Canyon National Park,Arizona,28.2,5.4,107.0,1,out and back,4.5,342,36.05723,-112.14378
10094721,Rim-to-Rim: North Kaibab to Grand Canyon Village,Grand Canyon National Park,Arizona,24.0,21.6,1614.8,5,point to point,5.0,217,36.21692,-112.05678
10026816,Shoshone Point Trail,Grand Canyon National Park,Arizona,22.7,2.1,45.7,1,out and back,5.0,224,36.03496,-112.06924
10235665,Plateau Point Trail via Bright Angel Trail,Grand Canyon National Park,Arizona,22.5,12.2,961.9,5,out and back,5.0,262,36.05681,-112.14201
10266521,South Kaibab Trail to Skeleton Point,Grand Canyon National Park,Arizona,22.2,5.4,602.9,5,out and back,5.0,229,36.05356,-112.08336
10016127,Grand Canyon West Rim Trail,Grand Canyon National Park,Arizona,21.7,12.8,169.8,1,point to point,4.5,158,36.05264,-112.08368
10034910,Bridal Wreath Falls Trail,Saguaro National Park,Arizona,20.9,5.6,326.7,3,out and back,4.5,259,32.23512,-110.68683
10337353,1.5 Mile Resthouse via Bright Angel Trail,Grand Canyon National Park,Arizona,20.1,2.9,349.9,3,out and back,4.5,238,36.05706,-112.14428
10013850,Bright Angel Point Trail,Grand Canyon National Park,Arizona,19.8,0.9,43.9,1,out and back,4.5,142,36.19703,-112.05258
10031380,Wasson Peak Trail,Saguaro National Park,Arizona,18.9,7.9,567.8,3,loop,4.5,229,32.24669,-111.16708
10304374,Indian Garden via Bright Angel Trail,Grand Canyon National Park,Arizona,16.7,8.2,896.7,5,out and back,5.0,61,36.05745,-112.14434
10236025,Blue Mesa Trail,Petrified Forest National Park,Arizona,15.6,0.9,32.9,1,loop,4.5,163,34.93947,-109.75639
10013966,King Canyon Trail to Wasson Peak,Saguaro National Park,Arizona,15.5,7.1,560.8,3,out and back,4.5,135,32.24717,-111.16717
10004120,Grandview Trail Loop,Grand Canyon National Park,Arizona,14.8,11.6,1188.7,7,loop,5.0,62,35.99805,-111.98775
10006500,Hermit Trail,Grand Canyon National Park,Arizona,14.8,15.4,1567.9,5,out and back,4.5,88,36.06193,-112.21112
10259347,Grandview Point to Horseshoe Mesa Trail,Grand Canyon National Park,Arizona,14.7,5.5,726.9,3,out and back,5.0,97,35.99809,-111.98778
10041313,North Kaibab Trail to Roaring Springs,Grand Canyon National Park,Arizona,14.7,8.4,1072.0,5,out and back,4.5,80,36.21687,-112.05678
10244240,Wasson Peak via Sweetwater Trail,Saguaro National Park,Arizona,14.4,9.3,637.9,5,out and back,4.5,161,32.28866,-111.12114
10111405,Douglas Spring Trail,Saguaro National Park,Arizona,14.3,16.6,1140.0,3,out and back,4.5,95,32.23518,-110.68682
10286650,South Kaibab Trail to Phantom Ranch,Grand Canyon National Park,Arizona,13.8,13.4,1496.9,5,out and back,5.0,73,36.05298,-112.0839
10031336,Widforss Trail,Grand Canyon National Park,Arizona,13.3,9.1,315.8,3,out and back,4.5,100,36.22375,-112.06506
10031337,Transept Trail,Grand Canyon National Park,Arizona,12.6,2.9,86.0,3,out and back,4.0,85,36.19695,-112.05287
10304469,Yavapai Point via Rim Trail,Grand Canyon National Park,Arizona,12.6,1.6,25.0,1,out and back,4.5,52,36.06045,-112.10861
10273263,Bright Angel Trail: South Rim to Phantom Ranch,Grand Canyon National Park,Arizona,12.5,18.0,1518.8,5,out and back,5.0,39,36.05742,-112.14421
10000811,Cape Royal Trail,Grand Canyon National Park,Arizona,12.4,1.0,19.8,1,out and back,4.5,54,36.12234,-111.94949
10009957,Rim-to-Rim: North Kaibab to South Kaibab Trailhead,Grand Canyon National Park,Arizona,12.4,19.3,1667.0,7,point to point,5.0,38,36.21689,-112.05678
10006953,Tanque Verde Ridge Trail,Saguaro National Park,Arizona,12.4,20.0,1706.0,7,out and back,4.5,108,32.16559,-110.7238
10297089,Rim to Rim Trail Segment: Indian Garden to Colorado River,Grand Canyon National Park,Arizona,12.4,6.0,429.8,7,out and back,5.0,61,36.07836,-112.12709
10040243,North Kaibab Trail to Colorado River,Grand Canyon National Park,Arizona,12.3,28.0,2092.8,7,out and back,4.5,45,36.21704,-112.05675
10026822,Cape Final,Grand Canyon National Park,Arizona,12.1,4.0,150.9,1,out and back,4.5,76,36.14579,-111.9355
10242023,Mica View Loop Trail,Saguaro National Park,Arizona,11.9,3.7,36.9,1,loop,4.0,111,32.2207,-110.72608
10255289,Phantom Ranch to Ribbon Falls via North Kaibab Trail,Grand Canyon National Park,Arizona,11.9,11.9,592.8,5,out and back,5.0,27,36.10656,-112.09423
10004435,Hugh Norris Trail,Saguaro National Park,Arizona,11.8,8.9,730.0,3,out and back,4.5,103,32.27146,-111.20301
10258667,North Kaibab Trail to Supai Tunnel and Coconino Overlook,Grand Canyon National Park,Arizona,11.7,3.7,425.8,3,out and back,4.5,69,36.21724,-112.05655
10236026,Crystal Forest Trail,Petrified Forest National Park,Arizona,11.6,0.9,11.0,1,loop,4.5,95,34.86326,-109.79239
10258648,Hermit's Rest Viewpoint  to Santa Maria Spring,Grand Canyon National Park,Arizona,11.1,3.4,528.8,3,out and back,4.5,39,36.06065,-112.21219
10257085,South Kaibab to North Kaibab to Bright Angel Trail,Grand Canyon National Park,Arizona,11.1,40.9,3579.0,7,point to point,5.0,37,36.05299,-112.08351
10236022,Painted Desert Rim Trail,Petrified Forest National Park,Arizona,10.9,1.1,11.9,1,out and back,4.0,61,35.080330000000004,-109.78349
10018269,Petrified Forest Scenic Drive,Petrified Forest National Park,Arizona,10.9,28.6,297.8,3,point to point,4.5,52,35.06032,-109.78196
10265749,Bright Angel Trail to Phantom Overlook to South Kaibab Trail,Grand Canyon National Park,Arizona,10.8,17.3,1748.9,5,point to point,5.0,30,36.0575,-112.14411
10315767,South Kaibab Trail to Tip Off,Grand Canyon National Park,Arizona,10.7,9.0,1004.9,5,out and back,5.0,33,36.05348,-112.08359
10023828,Grand Canyon South Rim Scenic Drive: Cameron to Grand Canyon Village,Grand Canyon National Park,Arizona,10.4,55.0,1601.7,1,point to point,4.5,27,35.85497,-111.42506
10112001,Safford Peak Trail,Saguaro National Park,Arizona,10.3,2.4,278.9,3,out and back,4.0,72,32.35403,-111.14143
10042232,Thunder Creek to Deer Creek and Thunder Falls,Grand Canyon National Park,Arizona,10.3,29.0,2213.8,5,loop,5.0,10,36.4347,-112.42932
10365390,Rim to Rim: North to South and Ribbon Falls,Grand Canyon National Park,Arizona,10.2,31.0,1995.8,7,point to point,4.5,48,36.21704,-112.05675
10267208,Gould Mine,Saguaro National Park,Arizona,10.0,2.3,115.8,3,loop,4.5,65,32.24761,-111.16714
10293249,"Douglas Spring, Bridal Wreath Falls, Three Tank, Garwood Loop",Saguaro National Park,Arizona,10.0,7.1,381.9,3,loop,4.5,60,32.2351,-110.68694
10258317,Grand Canyon Rim Village to Hermit's Rest,Grand Canyon National Park,Arizona,9.9,15.3,424.9,1,out and back,4.5,28,36.05711,-112.14443
10002324,Desert View Visitor Center Trail,Grand Canyon National Park,Arizona,9.7,0.4,11.0,1,loop,4.0,41,36.04123,-111.82692
10274527,Coconino Overlook,Grand Canyon National Park,Arizona,9.6,1.3,141.7,1,out and back,4.0,45,36.21714,-112.05658
10009628,Uncle Jim Trail,Grand Canyon National Park,Arizona,9.6,4.7,222.8,1,loop,4.0,43,36.21729,-112.05643
10009444,Dripping Springs via Dripping Springs and Hermit Trail,Grand Canyon National Park,Arizona,9.2,6.3,796.7,5,out and back,4.5,26,36.06043,-112.2125
10251377,Giant Logs Trail,Petrified Forest National Park,Arizona,9.2,0.6,11.0,1,loop,4.0,52,34.81544,-109.86552
10042018,Onyx Bridge Trail,Petrified Forest National Park,Arizona,8.8,4.6,134.7,3,loop,4.0,59,35.0837,-109.78904
10331092,North Kaibab Trail to Redwall Bridge,Grand Canyon National Park,Arizona,8.7,6.9,801.9,5,out and back,5.0,25,36.21699,-112.05666
10002217,Valley View Overlook Trail,Saguaro National Park,Arizona,8.6,0.8,14.9,1,out and back,4.0,61,32.27698,-111.1977
10041071,Cactus Forest Loop Drive,Saguaro National Park,Arizona,8.6,10.3,214.0,1,loop,4.0,38,32.18,-110.73622
10236028,Long Logs and Agate House Loop Trail,Petrified Forest National Park,Arizona,8.5,2.1,25.0,1,loop,4.0,46,34.81468,-109.86184
10259343,Tanner Trail,Grand Canyon National Park,Arizona,8.5,13.3,1611.8,7,out and back,5.0,30,36.03276,-111.85322
10306310,Loma Verde and Squeeze Pen Loop,Saguaro National Park,Arizona,8.5,3.7,47.9,3,loop,4.5,56,32.20343,-110.70985
10039522,Hope Camp,Saguaro National Park,Arizona,8.3,6.5,160.9,3,out and back,4.5,45,32.13315,-110.68711
10304719,"South Kaibab, Tonto and Bright Angel Trail",Grand Canyon National Park,Arizona,8.3,12.4,1034.8,7,point to point,5.0,24,36.05271,-112.08398
10032774,Garwood Trail,Saguaro National Park,Arizona,8.3,3.3,61.9,1,out and back,4.5,39,32.23517,-110.68678
10111504,Garwood Dam To Douglas Spring Loop Trail,Saguaro National Park,Arizona,8.0,6.5,345.9,1,loop,4.5,28,32.23514,-110.68692
10246734,South to North Kaibab Trail,Grand Canyon National Park,Arizona,7.7,19.3,1966.9,5,point to point,5.0,23,36.05355,-112.08342
10281018,Tanque Verde Ridge,Saguaro National Park,Arizona,7.7,3.3,281.9,3,out and back,4.5,32,32.16556,-110.7239
10038311,Freeman Homestead Nature Trail,Saguaro National Park,Arizona,7.6,1.1,32.9,1,loop,4.0,50,32.16531,-110.72587
10258602,Point Imperial,Grand Canyon National Park,Arizona,7.6,0.1,6.7,1,out and back,4.5,24,36.27911,-111.97786
10011949,Sendero Esperanza Trail,Saguaro National Park,Arizona,7.5,5.0,317.0,3,out and back,4.0,35,32.28482,-111.16747
10298010,Douglas Spring to Three Tank Trail Junction,Saguaro National Park,Arizona,7.5,4.5,296.0,3,out and back,4.0,20,32.23516,-110.68657
10302747,West Rim Trail: Hermits Rest to Powell Point,Grand Canyon National Park,Arizona,7.4,12.0,232.0,1,out and back,4.5,31,36.06248,-112.21036
10259900,Saguaro National Park West and Old Tucson Studios Scenic Drive,Saguaro National Park,Arizona,7.3,39.2,657.8,1,loop,4.5,14,32.23601,-110.98402
10235597,Roosevelt Point Trail,Grand Canyon National Park,Arizona,7.2,0.3,0.9,1,loop,4.0,15,36.21822,-111.95239
10311930,Petroglyphs at King Canyon,Saguaro National Park,Arizona,7.2,2.2,88.7,3,out and back,4.0,33,32.24719,-111.16714
10013382,South Bass Trail,Grand Canyon National Park,Arizona,7.2,12.2,1330.8,7,out and back,4.5,10,36.18375,-112.37666
10236023,Puerco Pueblo Trail,Petrified Forest National Park,Arizona,7.0,0.3,2.7,1,loop,4.0,41,34.97612,-109.79399
10111280,Cactus Forest Trail,Saguaro National Park,Arizona,7.0,10.0,155.8,3,out and back,4.0,35,32.22032,-110.7254
10258739,The Escalante Route Trail,Grand Canyon National Park,Arizona,7.0,34.8,2881.9,5,out and back,4.5,18,36.03302,-111.85214
10023951,Nankoweap Trail,Grand Canyon National Park,Arizona,6.9,30.7,2568.9,7,out and back,4.5,13,36.27949,-111.97881
10270136,Devil's Playground Loop,Petrified Forest National Park,Arizona,6.9,7.5,144.8,3,loop,4.5,19,35.0168,-109.88437
10287374,"Pink Hill, Loma Verde, Cholla Trail, and Cactus Forest Loop",Saguaro National Park,Arizona,6.8,3.3,23.8,1,loop,4.5,32,32.22086,-110.72615
10272964,Hermit Trail to Dripping Springs,Grand Canyon National Park,Arizona,6.8,5.3,610.8,5,out and back,5.0,20,36.06024,-112.21229
10035690,Ridge View Trail,Saguaro National Park,Arizona,6.8,2.3,107.0,3,out and back,4.5,27,32.1332,-110.68715
10258650,Cliff Springs Trail,Grand Canyon National Park,Arizona,6.6,1.1,93.9,1,out and back,4.0,18,36.12463,-111.94782000000001
10258659,Walhalla Overlook,Grand Canyon National Park,Arizona,6.5,0.1,0.0,1,out and back,4.5,6,36.1319,-111.94221
10258654,Widforss Trail - Short Option,Grand Canyon National Park,Arizona,6.4,4.3,179.8,1,out and back,4.5,10,36.22388,-112.06533
10315676,Mica View Trail to Cactus Forest Trail,Saguaro National Park,Arizona,6.4,1.9,20.7,1,loop,4.0,25,32.22093,-110.72615
10259353,Clear Creek Trail,Grand Canyon National Park,Arizona,6.3,30.6,2673.7,7,out and back,4.5,10,36.05353,-112.08346
10039514,Desert Ecology Trail,Saguaro National Park,Arizona,6.3,0.3,2.7,1,loop,4.0,27,32.20326,-110.7253
10013558,New Hance Trail,Grand Canyon National Park,Arizona,6.2,13.0,1506.9,5,out and back,3.5,15,36.0046,-111.92426
10013912,Bright Angel Trail to Tonto Trail,Grand Canyon National Park,Arizona,6.0,72.6,3102.9,5,out and back,5.0,7,36.05701,-112.14437
10272375,Old Jasper Forest Road,Petrified Forest National Park,Arizona,5.9,2.6,53.9,1,loop,4.5,22,34.88855,-109.80716
10269962,Wildhorse Trail,Saguaro National Park,Arizona,5.8,3.1,91.7,3,out and back,4.5,16,32.23512,-110.68697
10269284,Tanque Verde Falls Viewpoint,Saguaro National Park,Arizona,5.8,0.7,61.9,3,out and back,4.0,13,32.25736,-110.656
10259355,Hermit's Rest Viewpoint to Tonto Trail to Bright Angel Trailhead,Grand Canyon National Park,Arizona,5.7,21.2,1593.8,5,point to point,4.5,7,36.06109,-112.21163
10013747,Desert Discovery Nature Trail,Saguaro National Park,Arizona,5.7,0.4,4.9,1,loop,4.0,26,32.26248,-111.21043
10259354,Boucher Trail to Hermit Trail Loop,Grand Canyon National Park,Arizona,5.7,20.2,1758.7,5,loop,5.0,6,36.06059,-112.21213
10112153,Thunderbird Trail,Saguaro National Park,Arizona,5.6,4.0,150.0,3,out and back,3.5,27,32.28871,-111.12111
10389448,"Rim Trail, South Kaibab and Bright Angel Loop",Grand Canyon National Park,Arizona,5.6,21.2,1501.7,5,loop,4.5,13,36.06,-112.10668
10016910,Mather Campground Trail,Grand Canyon National Park,Arizona,5.4,2.3,36.9,1,loop,3.5,16,36.04858,-112.11664
10267209,Cactus Wren Trail,Saguaro National Park,Arizona,5.4,3.9,57.0,3,loop,4.0,23,32.29079,-111.20831
10259344,Tonto Trail: New Hance Trail to Grandview Point,Grand Canyon National Park,Arizona,5.4,15.6,1569.7,7,point to point,5.0,3,35.98342,-111.94004
10266285,South to North Kalbab Trail,Grand Canyon National Park,Arizona,5.3,30.9,3386.9,7,point to point,5.0,9,36.05288,-112.0836
10297375,Painted Desert Rim Trail to Kachina Point,Petrified Forest National Park,Arizona,5.3,1.1,12.8,1,out and back,4.0,12,35.08032,-109.78355
10013255,Tusayan Ruin Trail,Grand Canyon National Park,Arizona,5.2,0.3,4.9,1,loop,3.0,17,36.01319,-111.86646
10269670,"Scenic, Passey, Packrat Trail Loop",Saguaro National Park,Arizona,5.1,1.7,80.8,1,loop,4.0,18,32.35253,-111.13994
10384519,Ribbon Falls from the North Rim via North Kaibob Trail,Grand Canyon National Park,Arizona,5.1,16.8,1639.8,5,out and back,4.5,3,36.21704,-112.05675
10263759,Mica Mountain via Douglas Spring and Cow Head Saddle Trail,Saguaro National Park,Arizona,5.0,25.4,1962.0,7,out and back,4.5,7,32.23516,-110.68657
10021291,Redington OHV Trail,Saguaro National Park,Arizona,5.0,24.4,750.7,1,point to point,4.5,10,32.45169,-110.48754
10017278,Boucher Trail,Grand Canyon National Park,Arizona,5.0,17.7,1714.8,7,out and back,5.0,7,36.06032,-112.21239
10268598,Hope Camp Coyote Wash and Ruiz Trail Loop,Saguaro National Park,Arizona,5.0,5.8,143.0,3,loop,4.5,15,32.13299,-110.68709
10235600,Ken Patrick Trail North from Point Imperial,Grand Canyon National Park,Arizona,5.0,4.9,143.9,1,out and back,3.0,12,36.27926,-111.97905
10398395,Tanque Verde Falls Beach,Saguaro National Park,Arizona,4.8,0.8,29.9,1,out and back,4.0,14,32.25798,-110.65552
10235592,Grand Canyon Bridle Trail,Grand Canyon National Park,Arizona,4.7,3.2,77.7,1,out and back,3.5,12,36.19815,-112.05291
10306312,Shantz and Mica View Trail,Saguaro National Park,Arizona,4.6,2.6,36.9,3,loop,4.5,15,32.22061,-110.72642
10259348,Tonto Trail from Grandview Point to South Kaibab Trailhead,Grand Canyon National Park,Arizona,4.6,27.2,1589.8,7,point to point,4.0,3,35.99763,-111.98763
10347292,Phantom Ranch to Phantom Overlook,Grand Canyon National Park,Arizona,4.4,2.1,205.7,3,out and back,4.5,10,36.10485,-112.09488
10258670,Monument Point via Bill Hall Trail,Grand Canyon National Park,Arizona,4.4,1.5,103.9,1,out and back,4.5,5,36.43466,-112.42976
10272332,Martha's Butte,Petrified Forest National Park,Arizona,4.4,2.7,22.9,3,out and back,4.5,9,34.84845,-109.8015
10041333,Coyote Pass Loop Trail,Saguaro National Park,Arizona,4.3,5.7,159.7,1,loop,4.0,10,32.32734,-111.1306
10004062,Waldron Trail,Grand Canyon National Park,Arizona,4.3,4.9,703.8,5,out and back,4.5,4,36.06033,-112.21238
10018933,Lava Falls Trail,Grand Canyon National Park,Arizona,4.2,2.6,762.9,5,out and back,4.0,3,36.21165,-113.08357
10037999,Turkey Creek,Saguaro National Park,Arizona,4.2,12.1,1200.0,5,out and back,4.0,5,32.15777,-110.47549
10299272,Cactus Canyon and Gila Monster Loop via Thunderbird Trail,Saguaro National Park,Arizona,4.2,6.0,223.7,3,loop,3.5,15,32.28874,-111.12124
10111891,Panther Peak Wash - Roadrunner Loop,Saguaro National Park,Arizona,4.1,4.2,57.9,3,loop,3.0,16,32.31925,-111.16599
10039029,Manning Camp Trail,Saguaro National Park,Arizona,4.1,15.4,1391.7,5,out and back,4.5,3,32.15782,-110.47572
10263672,Tanner Trail to Grandview Trail and Grandview Point,Grand Canyon National Park,Arizona,4.0,31.6,2436.0,7,point to point,5.0,3,36.03297,-111.85331
10378554,Blue Hills Loop,Petrified Forest National Park,Arizona,4.0,2.4,68.0,3,loop,4.5,9,34.94323,-109.77762
10327921,Grandview Point to Horseshoe Mesa East Trail,Grand Canyon National Park,Arizona,4.0,7.3,833.9,5,out and back,5.0,4,35.99716,-111.98813
10304376,Tonto Trail to Monument Creek,Grand Canyon National Park,Arizona,4.0,28.3,1603.9,5,out and back,4.5,3,36.05741,-112.14433
10272356,Martha's Butte Off-Trail Route,Petrified Forest National Park,Arizona,4.0,1.9,18.0,1,out and back,4.0,11,34.83962,-109.80823
10311730,Vertical Cliffs Trail to Abington Trail Loop,Saguaro National Park,Arizona,3.9,3.8,76.8,1,loop,3.5,15,32.32319,-111.0963
10028602,Bajada Loop Drive,Saguaro National Park,Arizona,3.7,5.2,129.8,1,loop,3.5,7,32.26904,-111.21633
10272764,"Hope Campe, Ruiz Trail, and Coyote Wash Trail",Saguaro National Park,Arizona,3.7,5.6,139.9,3,loop,4.5,9,32.1333,-110.68715
10307988,Wild Horse to Garwood Dam,Saguaro National Park,Arizona,3.7,3.9,100.9,1,out and back,5.0,5,32.23504,-110.68704
10111287,Cam-Boh Trail,Saguaro National Park,Arizona,3.5,4.9,69.8,3,out and back,3.5,10,32.32774,-111.1305
10379267,Hermit Trail to Granite Rapids Campground,Grand Canyon National Park,Arizona,3.3,21.9,1748.9,5,out and back,4.5,6,36.06077,-112.21244
10272205,Tanner Beach and Lava Rapids Trail,Grand Canyon National Park,Arizona,3.2,19.8,1724.9,3,out and back,3.0,1,36.03309,-111.85206
10028565,Ken Patrick Trail South from Point Imperial,Grand Canyon National Park,Arizona,3.2,9.7,376.7,5,point to point,4.0,7,36.27899,-111.97827
10313180,"Shantz, Mesquite, Loma and Cholla Trail Loop",Saguaro National Park,Arizona,3.2,5.1,57.9,1,loop,4.0,9,32.2208,-110.72646
10265889,"South Kaibab, North Kaibab and Bright Angel Trail",Grand Canyon National Park,Arizona,3.0,35.8,2731.9,7,point to point,5.0,2,36.05347,-112.08347
10236034,Cow Head Saddle Trail,Saguaro National Park,Arizona,2.9,26.0,2309.8,5,out and back,4.5,2,32.16541,-110.72396
10347968,Hermit Camp to Monument Creek Camp via Tonto Trail,Grand Canyon National Park,Arizona,2.8,6.3,370.9,3,out and back,5.0,2,36.08161,-112.21296
10258658,Walhalla Ruins,Grand Canyon National Park,Arizona,2.8,0.1,0.0,1,out and back,3.0,2,36.13336,-111.94147
10022546,Deer Creek to Colorado River,Grand Canyon National Park,Arizona,2.7,18.3,1792.8,7,out and back,4.5,2,36.43467,-112.43005
10267224,Ironwood Forest Picture Rocks Wash Trail,Saguaro National Park,Arizona,2.6,3.9,83.8,3,loop,4.0,5,32.32733,-111.13058
10006893,Blue Springs Trail,Grand Canyon National Park,Arizona,2.6,17.0,721.8,3,out and back,2.0,1,36.04021,-111.82769
10009407,North Bass Trail,Grand Canyon National Park,Arizona,2.6,22.3,2166.8,7,out and back,4.0,1,36.33558,-112.34993
10259364,South Canyon,Grand Canyon National Park,Arizona,2.5,10.8,991.8,7,out and back,5.0,1,36.47407,-111.92809
10014422,Arizona Trail #36,Grand Canyon National Park,Arizona,2.4,16.8,186.8,5,point to point,5.0,2,35.95748,-111.95498
10269033,South Bass to Hermits Rest via Tonto West,Grand Canyon National Park,Arizona,2.4,41.3,2931.9,7,point to point,5.0,1,36.18378,-112.37658
10348524,Encinas Trail from Ez-Kim-In-Zin Picnic Area,Saguaro National Park,Arizona,2.4,7.3,203.9,3,out and back,3.5,3,32.28555,-111.16965
10268788,Tanner and Beamer Trail,Grand Canyon National Park,Arizona,2.4,30.8,2311.9,3,out and back,5.0,1,36.03308,-111.85206
10268789,Palisades Creek Trail,Grand Canyon National Park,Arizona,2.4,22.6,1998.9,3,out and back,5.0,1,36.033,-111.85214
10259359,Powell Plateau Trail,Grand Canyon National Park,Arizona,2.4,5.0,541.9,3,out and back,5.0,2,36.33552,-112.34981
10272462,First Forest Point,Petrified Forest National Park,Arizona,2.4,4.4,87.8,3,out and back,3.0,2,34.88782,-109.80781
10261755,Valley View and Wild Dog Trails,Saguaro National Park,Arizona,2.3,2.7,75.9,3,loop,3.0,2,32.27707,-111.19774
10394939,"Shantz, Vanover, Loma Verde, Cholla, Cactus Forest Trail Loop",Saguaro National Park,Arizona,2.3,5.1,37.8,3,loop,3.5,7,32.22095,-110.726
10007969,Tiyo Point Trail,Grand Canyon National Park,Arizona,2.2,20.3,503.8,3,out and back,4.0,1,36.22079,-112.06151
10366335,"Hugh Norris, Sendero Esperanza, Dobbie Wash Loop",Saguaro National Park,Arizona,2.0,6.4,378.0,3,loop,4.0,4,32.27153,-111.20297
10453902,Hope Camp to Grass Shack Camp Trail,Saguaro National Park,Arizona,1.9,9.6,839.7,7,point to point,4.5,3,32.13303,-110.68704
10286475,AZ Trail Segment 37,Grand Canyon National Park,Arizona,1.9,22.3,304.8,3,point to point,3.0,3,35.95748,-111.9554
10314641,Schmutz Spring,Grand Canyon National Park,Arizona,1.8,5.5,560.8,3,out and back,0.0,0,36.34069,-112.92579
10421252,Horseshoe Mesa Loop via Grand View Trail,Grand Canyon National Park,Arizona,1.7,12.2,1180.8,5,loop,4.0,1,35.99855,-111.98737
10483525,Arizona Trail: Savilla Campground to Saguaro National Park,Saguaro National Park,Arizona,1.7,8.2,109.7,3,point to point,0.0,0,32.06403,-110.62252
